route_path,route_file,function,templates,forms,models,confidence_score
/audit/debts,routes\accountant.py,analyze_seasonal_patterns,"['accountant/dashboard.html', 'accountant/open_invoices.html', 'accountant/payments.html', 'accountant/payment_documentation.html', 'accountant/receipt.html', 'accountant/financial_report.html', 'accountant/daily_summary.html', 'accountant/pending_payments.html', 'accountant/financial_reports.html', 'accountant/payment_management.html', 'accountant/daily_audit_report.html', 'accountant/monthly_audit_report.html', 'accountant/debt_tracking_report.html']",[],"['Patient\nfrom models', 'Payment\nfrom models', 'User\nfrom services']",0
/audit/export/<report_type>,routes\accountant.py,calculate_growth_rate,"['accountant/dashboard.html', 'accountant/open_invoices.html', 'accountant/payments.html', 'accountant/payment_documentation.html', 'accountant/receipt.html', 'accountant/financial_report.html', 'accountant/daily_summary.html', 'accountant/pending_payments.html', 'accountant/financial_reports.html', 'accountant/payment_management.html', 'accountant/daily_audit_report.html', 'accountant/monthly_audit_report.html', 'accountant/debt_tracking_report.html']",[],"['Patient\nfrom models', 'Payment\nfrom models', 'User\nfrom services']",0
/login,routes\auth_routes.py,_auth_ping,"['auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html']",[],['User\nfrom models'],0
/logout,routes\auth_routes.py,login,"['auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html']",[],['User\nfrom models'],0
/profile,routes\auth_routes.py,logout,"['auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html']",[],['User\nfrom models'],0
/change-password,routes\auth_routes.py,profile,"['auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html', 'auth/login.html']",[],['User\nfrom models'],0
/backup/dashboard,routes\backup_routes.py,dashboard,"['backup/dashboard.html', 'backup/create_backup.html', 'backup/create_backup.html', 'backup/list_backups.html']",[],"['Backup, BackupLog\nfrom models']",0
/create,routes\backup_routes.py,create_backup,"['backup/dashboard.html', 'backup/create_backup.html', 'backup/create_backup.html', 'backup/list_backups.html']",[],"['Backup, BackupLog\nfrom models']",0
/list,routes\backup_routes.py,list_backups,"['backup/dashboard.html', 'backup/create_backup.html', 'backup/create_backup.html', 'backup/list_backups.html']",[],"['Backup, BackupLog\nfrom models']",0
/restore/<int:backup_id>,routes\backup_routes.py,restore_backup,"['backup/dashboard.html', 'backup/create_backup.html', 'backup/create_backup.html', 'backup/list_backups.html']",[],"['Backup, BackupLog\nfrom models']",0
/download/<int:backup_id>,routes\backup_routes.py,download_backup,"['backup/dashboard.html', 'backup/create_backup.html', 'backup/create_backup.html', 'backup/list_backups.html']",[],"['Backup, BackupLog\nfrom models']",0
/delete/<int:backup_id>,routes\backup_routes.py,delete_backup,"['backup/dashboard.html', 'backup/create_backup.html', 'backup/create_backup.html', 'backup/list_backups.html']",[],"['Backup, BackupLog\nfrom models']",0
/booking,routes\booking_routes.py,index,"['booking/index.html', 'booking/create.html', 'booking/confirmation.html', 'booking/payment.html']",[],"['OnlineBooking, PaymentTransaction\nfrom models', 'Appointment\nfrom models', 'Department\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, timedelta\nimport json\n\nbooking_bp']",0
/booking/create,routes\booking_routes.py,create_booking,"['booking/index.html', 'booking/create.html', 'booking/confirmation.html', 'booking/payment.html']",[],"['OnlineBooking, PaymentTransaction\nfrom models', 'Appointment\nfrom models', 'Department\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, timedelta\nimport json\n\nbooking_bp']",0
/booking/confirmation/<int:booking_id>,routes\booking_routes.py,confirmation,"['booking/index.html', 'booking/create.html', 'booking/confirmation.html', 'booking/payment.html']",[],"['OnlineBooking, PaymentTransaction\nfrom models', 'Appointment\nfrom models', 'Department\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, timedelta\nimport json\n\nbooking_bp']",0
/booking/payment/<int:booking_id>,routes\booking_routes.py,payment,"['booking/index.html', 'booking/create.html', 'booking/confirmation.html', 'booking/payment.html']",[],"['OnlineBooking, PaymentTransaction\nfrom models', 'Appointment\nfrom models', 'Department\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, timedelta\nimport json\n\nbooking_bp']",0
/api/available-doctors,routes\booking_routes.py,api_available_doctors,"['booking/index.html', 'booking/create.html', 'booking/confirmation.html', 'booking/payment.html']",[],"['OnlineBooking, PaymentTransaction\nfrom models', 'Appointment\nfrom models', 'Department\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, timedelta\nimport json\n\nbooking_bp']",0
/api/available-times,routes\booking_routes.py,api_available_times,"['booking/index.html', 'booking/create.html', 'booking/confirmation.html', 'booking/payment.html']",[],"['OnlineBooking, PaymentTransaction\nfrom models', 'Appointment\nfrom models', 'Department\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, timedelta\nimport json\n\nbooking_bp']",0
/dashboard,routes\doctor.py,dashboard,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/patient-queue,routes\doctor.py,patient_queue,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/start-treatment/<int:visit_id>,routes\doctor.py,start_treatment,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/patient-details/<int:visit_id>,routes\doctor.py,patient_details,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/diagnosis/<int:visit_id>,routes\doctor.py,diagnosis,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/prescription/<int:visit_id>,routes\doctor.py,prescription,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/lab-request/<int:visit_id>,routes\doctor.py,lab_request,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/radiology-request/<int:visit_id>,routes\doctor.py,radiology_request,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/visit-summary/<int:visit_id>,routes\doctor.py,visit_summary,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/notes/<int:visit_id>,routes\doctor.py,notes,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
/end-treatment/<int:visit_id>,routes\doctor.py,end_treatment,"['doctor/dashboard.html', 'doctor/patient_queue.html', 'doctor/patient_details.html', 'doctor/diagnosis.html', 'doctor/prescription.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/notes.html', 'doctor/medical_history.html', 'doctor/prescriptions_history.html', 'doctor/lab_results.html', 'doctor/radiology_results.html', 'doctor/print_prescription.html', 'doctor/print_medical_report.html', 'doctor/patient_queue.html', 'doctor/lab_requests.html', 'doctor/radiology_requests.html', 'doctor/visit_summary.html', 'doctor/patient_details.html', 'doctor/prescriptions.html', 'doctor/appointments.html']",[],"['Patient\nfrom models', 'User\nfrom models', 'Prescription\nfrom models', 'RadiologyRequest\nfrom models', 'Appointment\nfrom app_factory import db\nimport logging\nfrom datetime import datetime, date, timedelta\nfrom sqlalchemy import and_, or_, desc\n\ndoctor_bp', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        recommendations', 'Prescription\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        support_recommendations', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta', 'Visit\n        from models', 'Visit\n        from models', 'Prescription\n        from datetime import datetime, timedelta\n        \n        reminders', 'Appointment']",0
